Reporting Period,Project Number,Legacy Project Number,City,County,State,Zip Code,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Georeference
44227,13197,4362-34669,Cambridge,Washington,NY,12816,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41520,42080,Complete,"Monolith Solar Associates, LLC",Fronius USA,Fronius CL 44.4 Delta (240V),1,Trina Solar,TSM-300PA14,143,150150,55770,42.9,43581,No,No,No,No,POINT (-73.388113 43.051324)
44227,286760,,Rome,Oneida,NY,13440,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Purchase,44222,,Pipeline,"U.S. Light Energy (dba for Solitude Solar, LLC)",Chint Power Systems America,CPS SCH125KTL-DO/US-600 [600V],28,Canadian Solar Inc.,CS3W-405PB-AG,10920,4030700,1194102,4422.6,5191425,,No,Yes,No,POINT (-75.454665 43.214717)
44227,48528,4001-025,Frankfort,Herkimer,NY,13340,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42642,42754,Complete,"Great Brook Solar NRG, LLC",SolarEdge Technologies,SE20K,3,LG Electronics Solar Cell Division,LG285S1C-G4,258,184475,27059,73.53,84510,No,No,No,No,POINT (-75.115762 43.050515)
44227,23067,4548-30217,Clifton Park,Saratoga,NY,12065,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,41222,41361,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus V 11.4-3-208 Delta,4,Trina Solar,TSM-280PA14,180,250992,75000,50.4,64196,,No,No,No,POINT (-73.783424 42.852843)
44227,23635,4548-32732,Comstock,Washington,NY,12821,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41414,41506,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus 10.0-208,4,Trina Solar,TSM-285PA14,160,227088,63840,45.6,44458,,No,No,No,POINT (-73.406979 43.457421)
44227,49801,4627-31043,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41303,41529,Complete,"O'Connell Electric Co., Inc.",SMA America,SB8000US (240V),5,MX Solar USA,MX60-240,180,192300,64800,43.2,52015,,No,No,No,POINT (-76.474421 43.440456)
44227,4851,02005-055,Johnstown,Fulton,NY,12095,Non-Residential,Residential/Small Commercial,PON 716,National Grid,,39275,39525,Complete,"Global Resources Options, Inc.",SMA America,SB6000U (240V or 277V),2,Evergreen Solar,ES-190-SL,72,119675,54720,13.68,15061,,No,No,No,POINT (-74.394891 43.023495)
44227,1818,4181-002,Argyle,Washington,NY,12809,Non-Residential,Residential/Small Commercial,PON 1050,National Grid,,39576,39701,Complete,RGS Energy,SunPower,SPR-5000x (240V),2,SunPower,SPR-215-WHT,48,88873,51600,10.32,10964,,No,No,No,POINT (-73.459071 43.238387)
44227,252523,,Hudson Falls,Washington,NY,12839,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Purchase,44051,,Pipeline,"Matrix Development, LLC.",Power Electronics,FS3150M [34000V],2,"Jinko Solar Co., Ltd",JKM395M-72HL-V,16536,9013920,2431936,6572.8,9212436,,No,Yes,No,POINT (-73.563388 43.330298)
44227,238915,,Lowville,Lewis,NY,13367,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Purchase,44091,,Pipeline,"U.S. Light Energy (dba for Solitude Solar, LLC)",Delta Electronics,M125HV [600V],40,Vikram Solar,SOMERA VSM.72.360.05,20800,6789200,2471040,7488,8789714,,No,Yes,No,POINT (-75.472278 43.798604)
44227,50793,5295-92877,Rome,Oneida,NY,13440,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43168,43335,Complete,"ForeFront Power, LLC",Power Electronics,FS1004CU,2,Canadian Solar Inc.,CS6U-325P,8748,5845780,746063.61,2843.1,3337345,,No,No,No,POINT (-75.454665 43.214717)
44227,20717,5377-54549,Mechanicville,Saratoga,NY,12118,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,41983,43056,Complete,AEC Energy Corp./American Energy Care,SolarEdge Technologies,SE20K,6,Canadian Solar,CS6U-340M,424,801430,87080,144.16,174850,,No,No,No,POINT (-73.722451 42.916667)
44227,244101,,Marcy,Oneida,NY,13403,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,43951,,Pipeline,"Omni Navitas Development, LLC","Sungrow Power Supply Co., Ltd.",SG125HV [600V],40,"LONGi Green Energy Technology Co., Ltd.",LR4-72HIBD-420M,17498,5915000.01,2866172.4,7349.16,8626738,,No,Yes,No,POINT (-75.273947 43.161302)
44227,13374,4533-35506,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41548,41775,Complete,"Apex Solar Power, LLC",Enphase Energy,M215-60-SIE-S2X-ZC,108,SolarWorld,SW265 Mono Black,108,82426,32970,28.62,30344,Yes,No,No,No,POINT (-73.759248 43.07772)
44227,32274,4548-58153,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,42037,43129,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,8,Yingli Energy (China),YL325D-36b,600,691740,75188,195,178992,,No,No,No,POINT (-73.676867 43.335343)
44227,1453,4611-25718,Clinton,Oneida,NY,13323,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40890,40980,Complete,"CNY Solar, Inc.",Enphase Energy,M215-60-2LL-S2X,66,SolarWorld,SW240 Poly,66,80094.64,27720,15.84,17306,,No,No,No,POINT (-75.380619 43.049079)
44227,13454,4533-35893,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41579,41887,Complete,"Apex Solar Power, LLC",Fronius USA,IG Plus 10.0-208,7,SolarWorld,SW250 Poly,312,238500.9,78500,78,84680,Yes,No,No,No,POINT (-73.676867 43.335343)
44227,223504,,Hartford,Washington,NY,12838,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,43847,,Pipeline,"ForeFront Power, LLC","Sungrow Power Supply Co., Ltd.",SG125HV [600V],20,"LONGi Green Energy Technology Co., Ltd.",LR6-72PH-375M,7976,5430000,508470,2991,4437216,,No,Yes,No,POINT (-73.404591 43.344744)
44227,14116,4694-37814,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41641,41806,Complete,New York Light Energy LLC,Advanced Energy Industries,AE 75TX-480,1,Kyocera Solar,KD245GX-LFB2,336,326194.37,69392,82.32,74895,No,No,No,No,POINT (-73.676867 43.335343)
44227,13084,4548-34146,Potsdam,St. Lawrence,NY,13676,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41480,41590,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus V 11.4-208,4,Trina Solar,TSM-285PA14,160,226092,63560,45.4,54224,No,No,No,No,POINT (-74.932432 44.65525)
44227,51012-1,,Johnstown,Fulton,NY,12095,Non-Residential,Commercial/Industrial (Competitive),PON 2956,National Grid,Power Purchase Agreement,42055,43133,Complete,Nextera Energy Capital Holdings Inc,,,,,,,5966422,1101790.23,2579.92,3028413,,No,No,No,POINT (-74.394891 43.023495)
44227,51003-1,,Clifton Park,Saratoga,NY,12148,Non-Residential,Commercial/Industrial (Competitive),PON 2956,National Grid,Power Purchase Agreement,41941,42758,Complete,"Clifton Park Solar Partners, LLC",,,,,,,2300000,126077.4,996.48,1169708,,No,No,No,POINT (-73.852723 42.840999)
44227,14524,4694-38995,South Glens Falls,Saratoga,NY,12803,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41655,41813,Complete,New York Light Energy LLC,Advanced Energy Industries,AE 250TX-480,1,Kyocera Solar,KD245GX-LFB2,896,829874.53,140000,219.52,215150,No,No,No,No,POINT (-73.636738 43.287208)
44227,13472,4362-35634,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41548,42787,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,8,ET Solar Industry,ET-M672320WB,600,603900,192800,192,211571,,No,No,No,POINT (-73.676867 43.335343)
44227,254420,,Gouverneur,St. Lawrence,NY,13642,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44051,,Pipeline,"Omni Navitas Development, LLC","Sungrow Power Supply Co., Ltd.",SG125HV [600V],40,"LONGi Green Energy Technology Co., Ltd.",LR4-72HBD-420M,13991,5915000,2174201.4,5876.22,8236110,,No,Yes,No,POINT (-75.467222 44.328848)
44227,66542,4116-20045,Parish,Oswego,NY,13131,Non-Residential,Residential/Small Commercial,PON 1050,National Grid,,40353,41087,Complete,"Solar Liberty Energy Systems, Inc.",PV Powered,PVP30KW-480,1,Schott Solar,Poly 230,104,113340,41860,23.92,19725,,No,No,No,POINT (-76.098964 43.416461)
44227,67114,5130-55107,Ballston Spa,Saratoga,NY,12020,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41981,42170,Complete,Bella Energy,Solectria Renewables,PVI 23TL-480,3,Hanwha Q CELLS (Qidong),HSL72P6-PB-4-300Q,288,221412.07,51380,86.4,99103,Yes,No,No,No,POINT (-73.854217 43.004269)
44227,676,02021-001,Blue Mountain Lake,Hamilton,NY,12812,Non-Residential,Residential/Small Commercial,PON 716,NYS Electric and Gas,,37788,37833,Complete,"Solar Design Associates, Inc.",SMA America,SWR2500U (240V),5,BP Solar,SX160B,72,95616,46080,11.52,10879,,No,No,No,POINT (-74.406756 43.860052)
44227,26667,5093-43063,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41807,41981,Complete,U.S. Light Energy LLC,Fronius USA,IG Plus A 11.4-208,4,Kyocera Solar,KD220GX-LFBS,224,326246,48020,49.28,51805,No,No,No,No,POINT (-73.759248 43.07772)
44227,245806,,Central Square,Oswego,NY,13036,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,43973,,Pipeline,"Omni Navitas Development, LLC","Sungrow Power Supply Co., Ltd.",SG125HV [600V],25,"LONGi Green Energy Technology Co., Ltd.",LR4-72HIBD-420M,11570,3894000,1895166,4859.4,6810935,,No,Yes,No,POINT (-76.166889 43.309824)
44227,216152,,Watertown,Jefferson,NY,13601,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,43764,,Pipeline,Nexamp Inc,SMA America,SHP 150-US-20 [600V],27,JA Solar,JAM72D09-385/BP,14229,3365000,931288.05,5478.17,7678196,,No,Yes,No,POINT (-75.916148 43.977155)
44227,66723,4260-23309,Clayton,Jefferson,NY,13624,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40721,40990,Complete,"Fourth Coast, Inc",SMA America,SB7000US (277V),3,Sharp,ND-224UC1,108,120960,42336,24.19,24972,,No,No,No,POINT (-76.094551 44.217985)
44227,24031,4702-34367,Watertown,Jefferson,NY,13601,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41493,41619,Complete,High Peaks Solar,SMA America,ST42 (277V),3,Suniva,MVX255-60-5-701,589,537000,170000,150.2,155589,Yes,No,No,No,POINT (-75.916148 43.977155)
44227,12295,4758-30780,Clifton Park,Saratoga,NY,12065,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,41271,41814,Complete,Hudson Solar,Power-One,PVI-10.0-I-OUTD-x-US-208-y,5,LG Electronics Solar Cell Division,LG265S1C-A3,192,209664,74880,50.88,62584,,No,No,No,POINT (-73.783424 42.852843)
44227,33494A-1,,Rome,Oneida,NY,13440,Non-Residential,Commercial/Industrial (Competitive),PON 2589B,National Grid,Power Purchase Agreement,42094,42361,Complete,Nextera Energy Capital Holdings Inc,,,,,,,6500000,2154721.47,2593.35,2498952,,No,No,No,POINT (-75.454665 43.214717)
44227,24934,4260-37503,Norfolk,St. Lawrence,NY,13667,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41641,42004,Complete,"Fourth Coast, Inc",Fronius USA,IG Plus 11.4-240,4,SolarWorld,SW 275 Mono,184,187500,50000,50.6,59528,Yes,No,No,No,POINT (-74.96406 44.831433)
44227,222298,,Adams,Jefferson,NY,13605,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,43827,,Pipeline,Nexamp Inc,SMA America,SHP 150-US-20 [600V],22,JA Solar,JAM72D09-385/BP,11960,3365000,782782,4604.6,6453807,,No,Yes,No,POINT (-76.053889 43.808485)
44227,12268,4375-30620,Glens Falls,Warren,NY,12801,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41256,41389,Complete,New York Light Energy LLC,PV Powered,PVP35KW-208,1,Kyocera Solar,KD245GX-LPB,140,155023.76,51450,34.3,33780,,No,No,No,POINT (-73.647738 43.311431)
44227,22416,4362-26087,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,40905,41180,Complete,"Monolith Solar Associates, LLC",SMA America,SB5000US (208V),3,Trina Solar,TSM-285PA14,66,95190,32918,18.81,20516,,No,No,No,POINT (-73.759248 43.07772)
44227,146858,,Watertown,Jefferson,NY,13601,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43426,43609,Complete,"Paradise Energy Solutions, LLC",SolarEdge Technologies Ltd.,SE10000H-US [240V],8,Hanwha Q Cells,Q.PLUS L-G4.2 345W,304,248000,47196,104.88,106192,,No,No,No,POINT (-75.916148 43.977155)
44227,1039,02158-017,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 716,National Grid,,39528,39792,Complete,,SunPower,SPR-4000x,3,SunPower,SPR-210-WHT-U,60,127936,63000,12.6,14555,,No,No,No,POINT (-73.759248 43.07772)
44227,66672,5286-93245,Malone,Franklin,NY,12953,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,42437,43782,Complete,S&C Electric Company,Yaskawa Solectria Solar,PVI 60TL-480 [480V],26,"Suzhou Talesun Solar Technologies Co., Ltd.",TP672P(H)-315,6552,3910194,581439.58,2063.88,2422665,,No,No,No,POINT (-74.270547 44.785967)
44227,66311,4005-036,Hudson Falls,Washington,NY,12839,Non-Residential,Residential/Small Commercial,PON 1050,National Grid,,40177,40477,Complete,"groSolar (Global Resource Options, Inc.)",Fronius USA,IG Plus 5.0-240,3,Canadian Solar,CS5P-240M,64,149850,61440,15.36,17460,,No,No,No,POINT (-73.563388 43.330298)
44227,11366,4706-26166,Fulton,Oswego,NY,13069,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,40911,41032,Complete,Tesla Energy Operations Inc.,Fronius USA,IG Plus 11.4-208,2,Yingli Energy (China),YL235P-29b,104,173383.2,42770,24.44,29765,,No,No,No,POINT (-76.390481 43.324957)
44227,11517,4362-26083,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,40905,41180,Complete,"Monolith Solar Associates, LLC",SMA America,SB7000US (240V),3,Trina Solar,TSM-285PA14,99,141075,49376,28.22,30857,,No,No,No,POINT (-73.759248 43.07772)
44227,24172,4362-34923,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41523,41639,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus 11.4-3 Delta-208,2,Trina Solar,TSM-300PA14,88,121938,34320,26.4,23750,No,No,No,No,POINT (-73.676867 43.335343)
44227,13141,4702-34364,Watertown,Jefferson,NY,13601,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41493,41914,Complete,High Peaks Solar,SMA America,STP20000TL-US-10 (480V),9,Suniva,MVX250-60-5-701,800,716000,220000,200,210258,Yes,No,No,No,POINT (-75.916148 43.977155)
44227,23631,4362-32713,Greenwich,Washington,NY,12834,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41411,42821,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,2,Trina Solar,TSM-325PD14,160,107672,70000,52,62095,,No,No,No,POINT (-73.500001 43.097845)
44227,24381,4362-35660,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41548,42942,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,8,Silfab,SLG345M,580,603900,195500,200.1,216747,,No,No,No,POINT (-73.759248 43.07772)
44227,254414,,Gouverneur,St. Lawrence,NY,13642,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44051,,Pipeline,"Omni Navitas Development, LLC","Sungrow Power Supply Co., Ltd.",SG125HV [600V],38,"LONGi Green Energy Technology Co., Ltd.",LR4-72HBD-420M,13674,5915000.01,2124939.6,5743.08,8049501,,No,Yes,No,POINT (-75.467222 44.328848)
44227,67591,5063-86184,Mechanicville,Saratoga,NY,12118,Non-Residential,Commercial/Industrial (MW Block),PON 3082,NYS Electric and Gas,Power Purchase Agreement,42375,42549,Complete,"Entersolar, LLC",Solectria Renewables,PVI 28TL-480,25,Hyundai Heavy Industries,HiS-S325TI,2622,1875169.07,347268.28,852.15,1000288,,No,No,No,POINT (-73.722451 42.916667)
44227,66645,4704-77072,Queensbury,Warren,NY,12804,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,42284,42720,Complete,Tesla Energy Operations Inc.,Fronius USA,Fronius Symo 24.0-3 480,13,REC Solar,REC260PE Z-LINK,1332,1239825.6,70654.33,346.32,406524,No,No,No,No,POINT (-73.676867 43.335343)
44227,49836-1,,Waterford,Saratoga,NY,12188,Non-Residential,Commercial/Industrial (Competitive),PON 2956,National Grid,Power Purchase Agreement,41927,43011,Complete,Tesla Energy Operations Inc,Solar Max 18MT3-A,,0,Canadian Solar CS6X-305P,,0,2308109,467130.65,1299.6,1525522,,No,No,No,POINT (-73.699726 42.815297)
44227,240981,,Potsdam,St. Lawrence,NY,13676,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43924,,Pipeline,Tadcon Electric LLC,Chint Power Systems America,CPS SCH125KTL-DO/US-600 [600V],31,JA Solar,JAM72S09-390/PR,14482,6680000,2202712.2,5647.98,6629825,,No,Yes,No,POINT (-74.932432 44.65525)
44227,22355,4702-25308,Watertown,Jefferson,NY,13601,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40870,41079,Complete,High Peaks Solar,SMA America,SB7000US (208V),6,Evergreen Solar,ES-E-215-fc3,234,219240.2,87500,50.31,49533,,No,No,No,POINT (-75.916148 43.977155)
44227,1388,4548-25018,Mechanicville,Saratoga,NY,12118,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,40848,41032,Complete,"Monolith Solar Associates, LLC",SMA America,ST42 (208V),1,Trina Solar,TSM-230PA05,216,355264.2,86940,49.68,63297,,No,No,No,POINT (-73.722451 42.916667)
44227,67546,4011-19649,Essex,Essex,NY,12936,Non-Residential,Residential/Small Commercial,PON 1050,NYS Electric and Gas,,40259,40886,Complete,Triangle Electrical Systems,SatCon Technology,PVS-30 (480 V),2,SunPower,SPR-230-WHT-U,180,460100,102100,41.4,47152,,No,No,No,POINT (-73.398691 44.278462)
44227,13139,4702-34353,Watertown,Jefferson,NY,13601,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41493,41619,Complete,High Peaks Solar,SMA America,ST42 (277V),3,Suniva,MVX255-60-5-701,589,529500,170000,150.2,147653,No,No,No,No,POINT (-75.916148 43.977155)
44227,173558,,Harrietstown,Franklin,NY,12987,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Purchase,43532,,Pipeline,RER Energy Group LLC,Chint Power Systems America,CPS SCA60KTL-DO/US-480 [480V],25,Trina Solar,TSM-375DE14A(II),5423,3588000,503010,2033.63,2387150,,No,Yes,No,POINT (-73.777439 44.328955)
44227,276465,,Potsdam,St. Lawrence,NY,13676,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44173,,Pipeline,Nexamp Inc,SMA America,SC 4000 UP-US 600V 3850A [600V],1,JA Solar,JAM72D09-385/BP,11544,3040000,1377776.4,4444.44,6229327,,No,Yes,No,POINT (-74.932432 44.65525)
44227,13449,4362-35495,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41548,41639,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus A 10.0-240,3,Trina Solar,TSM-300PA14,99,118800,38610,29.7,31912,No,No,No,No,POINT (-73.676867 43.335343)
44227,13059,4758-34035,Ballston Lake,Saratoga,NY,12019,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41474,41628,Complete,Hudson Solar,Power-One,PVI-10.0-I-OUTD-x-US-208-y,5,SunPower,SPR-327NE-WHT-D,165,250890.75,70000,53.96,63510,Yes,No,No,No,POINT (-73.865824 42.926649)
44227,37878-1,,Rome,Oneida,NY,13440,Non-Residential,Commercial/Industrial (Competitive),PON 2589C,National Grid,Power Purchase Agreement,41751,42639,Complete,"Tannery Road Solar, LLC",,,,,,,7045500,1528445.16,2800.98,2699024,,No,No,No,POINT (-75.454665 43.214717)
44227,67603,5295-90518,Watertown,Jefferson,NY,13601,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,42402,43335,Complete,"ForeFront Power, LLC",Power Electronics,FS1004CU,2,Canadian Solar Inc.,CS6U-335M,8676,5532427,897393.85,2906.46,3411719,,No,No,No,POINT (-75.916148 43.977155)
